Operation Name,Service,Duration,Logs
frame_detection,pyClient,109483,"[log(ts=1682471720524442, fields=[keyvalue(key='exception.type', value_type='string', value_string='ConnectionError', value_bool=False, value_long=0, value_double=0.0, value_binary=None), keyvalue(key='exception.message', value_type='string', value_string=""('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"", value_bool=False, value_long=0, value_double=0.0, value_binary=None), keyvalue(key='exception.stacktrace', value_type='string', value_string='Traceback (most recent call last):\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connectionpool.py"", line 703, in urlopen\n    httplib_response = self._make_request(\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connectionpool.py"", line 398, in _make_request\n    conn.request(method, url, **httplib_request_kw)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connection.py"", line 239, in request\n    super(HTTPConnection, self).request(method, url, body=body, headers=headers)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1282, in request\n    self._send_request(method, url, body, headers, encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1328, in _send_request\n    self.endheaders(body, encode_chunked=encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1277, in endheaders\n    self._send_output(message_body, encode_chunked=encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1076, in _send_output\n    self.send(chunk)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 998, in send\n    self.sock.sendall(data)\nConnectionResetError: [Errno 104] Connection reset by peer\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/adapters.py"", line 489, in send\n    resp = conn.urlopen(\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connectionpool.py"", line 787, in urlopen\n    retries = retries.increment(\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/util/retry.py"", line 550, in increment\n    raise six.reraise(type(error), error, _stacktrace)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/packages/six.py"", line 769, in reraise\n    raise value.with_traceback(tb)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connectionpool.py"", line 703, in urlopen\n    httplib_response = self._make_request(\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connectionpool.py"", line 398, in _make_request\n    conn.request(method, url, **httplib_request_kw)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connection.py"", line 239, in request\n    super(HTTPConnection, self).request(method, url, body=body, headers=headers)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1282, in request\n    self._send_request(method, url, body, headers, encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1328, in _send_request\n    self.endheaders(body, encode_chunked=encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1277, in endheaders\n    self._send_output(message_body, encode_chunked=encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1076, in _send_output\n    self.send(chunk)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 998, in send\n    self.sock.sendall(data)\nurllib3.exceptions.ProtocolError: (\'Connection aborted.\', ConnectionResetError(104, \'Connection reset by peer\'))\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/opentelemetry/trace/__init__.py"", line 573, in use_span\n    yield span\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/opentelemetry/sdk/trace/__init__.py"", line 1045, in start_as_current_span\n    yield span_context\n  File ""/home/ubuntu/microservices_object_detection/client/pyClient.py"", line 52, in deteactImages\n    self.detectFrame(filepath, span_context)\n  File ""/home/ubuntu/microservices_object_detection/client/pyClient.py"", line 70, in detectFrame\n    resp = requests.post(url=self.service_socket + \'/detect\', headers=headers, data=data)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/api.py"", line 115, in post\n    return request(""post"", url, data=data, json=json, **kwargs)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/api.py"", line 59, in request\n    return session.request(method=method, url=url, **kwargs)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/sessions.py"", line 587, in request\n    resp = self.send(prep, **send_kwargs)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/sessions.py"", line 701, in send\n    r = adapter.send(request, **kwargs)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/adapters.py"", line 547, in send\n    raise ConnectionError(err, request=request)\nrequests.exceptions.ConnectionError: (\'Connection aborted.\', ConnectionResetError(104, \'Connection reset by peer\'))\n', value_bool=False, value_long=0, value_double=0.0, value_binary=None), keyvalue(key='exception.escaped', value_type='string', value_string='False', value_bool=False, value_long=0, value_double=0.0, value_binary=None), keyvalue(key='message', value_type='string', value_string='exception', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
client_start_detection,pyClient,137692,"[log(ts=1682471720527833, fields=[keyvalue(key='exception.type', value_type='string', value_string='ConnectionError', value_bool=False, value_long=0, value_double=0.0, value_binary=None), keyvalue(key='exception.message', value_type='string', value_string=""('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"", value_bool=False, value_long=0, value_double=0.0, value_binary=None), keyvalue(key='exception.stacktrace', value_type='string', value_string='Traceback (most recent call last):\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connectionpool.py"", line 703, in urlopen\n    httplib_response = self._make_request(\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connectionpool.py"", line 398, in _make_request\n    conn.request(method, url, **httplib_request_kw)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connection.py"", line 239, in request\n    super(HTTPConnection, self).request(method, url, body=body, headers=headers)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1282, in request\n    self._send_request(method, url, body, headers, encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1328, in _send_request\n    self.endheaders(body, encode_chunked=encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1277, in endheaders\n    self._send_output(message_body, encode_chunked=encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1076, in _send_output\n    self.send(chunk)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 998, in send\n    self.sock.sendall(data)\nConnectionResetError: [Errno 104] Connection reset by peer\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/adapters.py"", line 489, in send\n    resp = conn.urlopen(\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connectionpool.py"", line 787, in urlopen\n    retries = retries.increment(\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/util/retry.py"", line 550, in increment\n    raise six.reraise(type(error), error, _stacktrace)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/packages/six.py"", line 769, in reraise\n    raise value.with_traceback(tb)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connectionpool.py"", line 703, in urlopen\n    httplib_response = self._make_request(\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connectionpool.py"", line 398, in _make_request\n    conn.request(method, url, **httplib_request_kw)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connection.py"", line 239, in request\n    super(HTTPConnection, self).request(method, url, body=body, headers=headers)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1282, in request\n    self._send_request(method, url, body, headers, encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1328, in _send_request\n    self.endheaders(body, encode_chunked=encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1277, in endheaders\n    self._send_output(message_body, encode_chunked=encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1076, in _send_output\n    self.send(chunk)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 998, in send\n    self.sock.sendall(data)\nurllib3.exceptions.ProtocolError: (\'Connection aborted.\', ConnectionResetError(104, \'Connection reset by peer\'))\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/opentelemetry/trace/__init__.py"", line 573, in use_span\n    yield span\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/opentelemetry/sdk/trace/__init__.py"", line 1045, in start_as_current_span\n    yield span_context\n  File ""/home/ubuntu/microservices_object_detection/client/pyClient.py"", line 52, in deteactImages\n    self.detectFrame(filepath, span_context)\n  File ""/home/ubuntu/microservices_object_detection/client/pyClient.py"", line 70, in detectFrame\n    resp = requests.post(url=self.service_socket + \'/detect\', headers=headers, data=data)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/api.py"", line 115, in post\n    return request(""post"", url, data=data, json=json, **kwargs)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/api.py"", line 59, in request\n    return session.request(method=method, url=url, **kwargs)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/sessions.py"", line 587, in request\n    resp = self.send(prep, **send_kwargs)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/sessions.py"", line 701, in send\n    r = adapter.send(request, **kwargs)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/adapters.py"", line 547, in send\n    raise ConnectionError(err, request=request)\nrequests.exceptions.ConnectionError: (\'Connection aborted.\', ConnectionResetError(104, \'Connection reset by peer\'))\n', value_bool=False, value_long=0, value_double=0.0, value_binary=None), keyvalue(key='exception.escaped', value_type='string', value_string='False', value_bool=False, value_long=0, value_double=0.0, value_binary=None), keyvalue(key='message', value_type='string', value_string='exception', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
detecting image: frames/001164.jpg,pyClient,106256,"[log(ts=1682471720521468, fields=[keyvalue(key='exception.type', value_type='string', value_string='ConnectionError', value_bool=False, value_long=0, value_double=0.0, value_binary=None), keyvalue(key='exception.message', value_type='string', value_string=""('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"", value_bool=False, value_long=0, value_double=0.0, value_binary=None), keyvalue(key='exception.stacktrace', value_type='string', value_string='Traceback (most recent call last):\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connectionpool.py"", line 703, in urlopen\n    httplib_response = self._make_request(\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connectionpool.py"", line 398, in _make_request\n    conn.request(method, url, **httplib_request_kw)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connection.py"", line 239, in request\n    super(HTTPConnection, self).request(method, url, body=body, headers=headers)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1282, in request\n    self._send_request(method, url, body, headers, encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1328, in _send_request\n    self.endheaders(body, encode_chunked=encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1277, in endheaders\n    self._send_output(message_body, encode_chunked=encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1076, in _send_output\n    self.send(chunk)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 998, in send\n    self.sock.sendall(data)\nConnectionResetError: [Errno 104] Connection reset by peer\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/adapters.py"", line 489, in send\n    resp = conn.urlopen(\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connectionpool.py"", line 787, in urlopen\n    retries = retries.increment(\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/util/retry.py"", line 550, in increment\n    raise six.reraise(type(error), error, _stacktrace)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/packages/six.py"", line 769, in reraise\n    raise value.with_traceback(tb)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connectionpool.py"", line 703, in urlopen\n    httplib_response = self._make_request(\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connectionpool.py"", line 398, in _make_request\n    conn.request(method, url, **httplib_request_kw)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connection.py"", line 239, in request\n    super(HTTPConnection, self).request(method, url, body=body, headers=headers)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1282, in request\n    self._send_request(method, url, body, headers, encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1328, in _send_request\n    self.endheaders(body, encode_chunked=encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1277, in endheaders\n    self._send_output(message_body, encode_chunked=encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1076, in _send_output\n    self.send(chunk)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 998, in send\n    self.sock.sendall(data)\nurllib3.exceptions.ProtocolError: (\'Connection aborted.\', ConnectionResetError(104, \'Connection reset by peer\'))\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/opentelemetry/trace/__init__.py"", line 573, in use_span\n    yield span\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/opentelemetry/sdk/trace/__init__.py"", line 1045, in start_as_current_span\n    yield span_context\n  File ""/home/ubuntu/microservices_object_detection/client/pyClient.py"", line 70, in detectFrame\n    resp = requests.post(url=self.service_socket + \'/detect\', headers=headers, data=data)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/api.py"", line 115, in post\n    return request(""post"", url, data=data, json=json, **kwargs)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/api.py"", line 59, in request\n    return session.request(method=method, url=url, **kwargs)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/sessions.py"", line 587, in request\n    resp = self.send(prep, **send_kwargs)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/sessions.py"", line 701, in send\n    r = adapter.send(request, **kwargs)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/adapters.py"", line 547, in send\n    raise ConnectionError(err, request=request)\nrequests.exceptions.ConnectionError: (\'Connection aborted.\', ConnectionResetError(104, \'Connection reset by peer\'))\n', value_bool=False, value_long=0, value_double=0.0, value_binary=None), keyvalue(key='exception.escaped', value_type='string', value_string='False', value_bool=False, value_long=0, value_double=0.0, value_binary=None), keyvalue(key='message', value_type='string', value_string='exception', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
image frames/001164.jpg send to server for detection,pyClient,17047,"[log(ts=1682471720518888, fields=[keyvalue(key='exception.type', value_type='string', value_string='ConnectionError', value_bool=False, value_long=0, value_double=0.0, value_binary=None), keyvalue(key='exception.message', value_type='string', value_string=""('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"", value_bool=False, value_long=0, value_double=0.0, value_binary=None), keyvalue(key='exception.stacktrace', value_type='string', value_string='Traceback (most recent call last):\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connectionpool.py"", line 703, in urlopen\n    httplib_response = self._make_request(\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connectionpool.py"", line 398, in _make_request\n    conn.request(method, url, **httplib_request_kw)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connection.py"", line 239, in request\n    super(HTTPConnection, self).request(method, url, body=body, headers=headers)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1282, in request\n    self._send_request(method, url, body, headers, encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1328, in _send_request\n    self.endheaders(body, encode_chunked=encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1277, in endheaders\n    self._send_output(message_body, encode_chunked=encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1076, in _send_output\n    self.send(chunk)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 998, in send\n    self.sock.sendall(data)\nConnectionResetError: [Errno 104] Connection reset by peer\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/adapters.py"", line 489, in send\n    resp = conn.urlopen(\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connectionpool.py"", line 787, in urlopen\n    retries = retries.increment(\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/util/retry.py"", line 550, in increment\n    raise six.reraise(type(error), error, _stacktrace)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/packages/six.py"", line 769, in reraise\n    raise value.with_traceback(tb)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connectionpool.py"", line 703, in urlopen\n    httplib_response = self._make_request(\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connectionpool.py"", line 398, in _make_request\n    conn.request(method, url, **httplib_request_kw)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/urllib3/connection.py"", line 239, in request\n    super(HTTPConnection, self).request(method, url, body=body, headers=headers)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1282, in request\n    self._send_request(method, url, body, headers, encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1328, in _send_request\n    self.endheaders(body, encode_chunked=encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1277, in endheaders\n    self._send_output(message_body, encode_chunked=encode_chunked)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 1076, in _send_output\n    self.send(chunk)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/http/client.py"", line 998, in send\n    self.sock.sendall(data)\nurllib3.exceptions.ProtocolError: (\'Connection aborted.\', ConnectionResetError(104, \'Connection reset by peer\'))\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/opentelemetry/trace/__init__.py"", line 573, in use_span\n    yield span\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/opentelemetry/sdk/trace/__init__.py"", line 1045, in start_as_current_span\n    yield span_context\n  File ""/home/ubuntu/microservices_object_detection/client/pyClient.py"", line 70, in detectFrame\n    resp = requests.post(url=self.service_socket + \'/detect\', headers=headers, data=data)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/api.py"", line 115, in post\n    return request(""post"", url, data=data, json=json, **kwargs)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/api.py"", line 59, in request\n    return session.request(method=method, url=url, **kwargs)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/sessions.py"", line 587, in request\n    resp = self.send(prep, **send_kwargs)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/sessions.py"", line 701, in send\n    r = adapter.send(request, **kwargs)\n  File ""/home/ubuntu/miniforge-pypy3/envs/microclient/lib/python3.10/site-packages/requests/adapters.py"", line 547, in send\n    raise ConnectionError(err, request=request)\nrequests.exceptions.ConnectionError: (\'Connection aborted.\', ConnectionResetError(104, \'Connection reset by peer\'))\n', value_bool=False, value_long=0, value_double=0.0, value_binary=None), keyvalue(key='exception.escaped', value_type='string', value_string='False', value_bool=False, value_long=0, value_double=0.0, value_binary=None), keyvalue(key='message', value_type='string', value_string='exception', value_bool=False, value_long=0, value_double=0.0, value_binary=None)])]"
image frames/000248.jpg post detection process,pyClient,90176,
image frames/000094.jpg send to server for detection,pyClient,220177,
frame_detection,pyClient,478001,
frame_detection,pyClient,443765,
frame_detection,pyClient,461559,
image frames/000787.jpg post detection process,pyClient,79984,
